id,machine_tag,title,inscription,latitude,longitude,as_wkt,country,area,address,erected,main_photo,colour,organisations,language,series,series_ref,geolocated?,photographed?,number_of_subjects,number_of_male_subjects,number_of_female_subjects,number_of_inanimate_subjects,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
39651,openplaques:id=39651,William Walton blue plaque,Sir William Walton 1902-1983 composer lived here,51.49703,-0.15369,POINT(-0.15369 51.49703),United Kingdom,London,"Lowndes Cottage, 8 Lowndes Place, Belgravia, SW1X 8DD","",https://farm9.staticflickr.com/8857/18205895602_211eb3d30f_z.jpg,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,4687,openplaques:subject:id=4687,William Walton,Walton,male,1902,1983,man,"[""composer of Facade, Belshazzar's Feast & the Coronation Marches of 1937 and 1953"", ""Knight Bachelor"", ""Order of Merit recipient""]","",https://en.wikipedia.org/wiki/William_Walton,http://dbpedia.org/resource/William_Walton,"","[""William Walton|(1902-1983)|man|composer of Facade, Belshazzar's Feast & the Coronation Marches of 1937 and 1953, Knight Bachelor, and Order of Merit recipient""]"
3966,openplaques:id=3966,London House blue plaque,Site of London House  Destroyed by fire  1766,51.51818,-0.09709,POINT(-0.09709 51.51818),United Kingdom,London,"London House, 172 Aldersgate Street, EC1","",https://commons.wikimedia.org/wiki/Special:FilePath/Site_of_London_House_Destroyed_by_fire_1766_-_Right_Side.jpg?width=640,blue,"[""Corporation of London""]",English,"",,true,true,1,1,0,1,5572,openplaques:subject:id=5572,London House,London House,object,,1766,place,"[""house""]",house,,,"","[""London House|(d.1766)|place|house""]"
39671,openplaques:id=39671,Black plaque № 39671,First bomb of World War One dropped on London by Zeppelin LZ 38 fell on this house 21 May 1915,51.56353,-0.06977,POINT(-0.06977 51.56353),United Kingdom,London,"16 Alkham Road, hackney",2015,"",black,"[""London Borough of Hackney""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
3968,openplaques:id=3968,Cooks Hall blue plaque,Site of Cooks Hall  Destroyed by fire  1771,51.51717,-0.09674,POINT(-0.09674 51.51717),United Kingdom,London,"10 Aldersgate Street, EC1","",https://commons.wikimedia.org/wiki/Special:FilePath/Site_of_Cooks_Hall_Destroyed_by_fire_1771.jpg?width=640,blue,"[""Corporation of London""]",English,"",,true,true,1,1,0,1,5573,openplaques:subject:id=5573,Cooks Hall,Cooks Hall,object,1500,1771,place,"[""hall""]",hall,,,"","[""Cooks Hall|(1500-1771)|place|hall""]"
39682,openplaques:id=39682,Georgette Heyer blue plaque,Georgette Heyer   1902-1974  Novelist  was born here,51.42644,-0.20233,POINT(-0.20233 51.42644),United Kingdom,London,"103 Woodside, Wimbledon SW19",2015,https://commons.wikimedia.org/wiki/Special:FilePath/GEORGETTE_HEYER_1902-1974_Novelist_was_born_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,0,1,0,16416,openplaques:subject:id=16416,Georgette Heyer,Heyer,female,1902,1974,woman,"[""novelist""]",novelist,https://en.wikipedia.org/wiki/Georgette_Heyer,http://dbpedia.org/resource/Georgette_Heyer,"","[""Georgette Heyer|(1902-1974)|woman|novelist""]"
39683,openplaques:id=39683,Edward McKnight Kauffer and Marion Dorn blue plaque,"Edward McKnight Kauffer 1890-1954 Marion Dorn 1896-1964 designers, lived here in flats 139/141  ",51.48703,-0.16731,POINT(-0.16731 51.48703),United Kingdom,London,"Swan Court, Chelsea Manor Street, Chelsea SW3","",https://commons.wikimedia.org/wiki/Special:FilePath/EDWARD_McKNIGHT_KAUFFER_1890-1954_MARION_DORN_1896-1964_Designers_lived_here_in_flats_139_141.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,2,1,1,0,16423,openplaques:subject:id=16423,Edward McKnight Kauffer,Kauffer,male,1890,1954,man,"[""designer""]",designer,https://en.wikipedia.org/wiki/Edward_McKnight_Kauffer,http://dbpedia.org/resource/Edward_McKnight_Kauffer,https://commons.wikimedia.org/wiki/Special:FilePath/Raymond_McIntyre_-_Edward_McKnight_Kauffer_-_Google_Art_Project.jpg?width=640,"[""Edward McKnight Kauffer|(1890-1954)|man|designer"", ""Marion Dorn|(1896-1964)|woman|designer""]"
39684,openplaques:id=39684,William Lindley and William Heerlein Lindley blue plaque,William Lindley 1808-1900 Sir William Heerlein Lindley 1853-1917 civil engineers lived here  ,51.47456,0.02344,POINT(0.02344 51.47456),United Kingdom,London,"74 Shooters Hill, Blackheath, SE3",2015,https://commons.wikimedia.org/wiki/Special:FilePath/WILLIAM_LINDLEY_1808-1900_Sir_WILLIAM_HEERLEIN_LINDLEY_1853-1917_Civil_Engineers_lived_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,2,2,0,0,16414,openplaques:subject:id=16414,William Lindley,Lindley,male,1808,1900,man,"[""civil engineer"", ""father of William Heerlein Lindley""]",civil engineer,https://en.wikipedia.org/wiki/William_Lindley,http://dbpedia.org/resource/William_Lindley,https://commons.wikimedia.org/wiki/Special:FilePath/Pincerno_-_Lindley-Denkmal.jpg?width=640,"[""William Lindley|(1808-1900)|man|civil engineer and father of William Heerlein Lindley"", ""William Heerlein Lindley|(1853-1917)|man|civil engineer, Knight of the British Empire, and son of William Lindley""]"
39686,openplaques:id=39686,Blue plaque № 39686,"Stratford Depot was here from 1839 to 2006 when it was the largest traincrew depot in Europe. The Eastern Counties and Great Eastern Railways built engines and trains on this site. The world record for the fastest build of a steam engine is still held by the Old Stratford Works, part of the Depot, and stands at 9hr 47min. This plaque commemorates the thousands of railway workers who worked at Stratford Depot.",51.54603,-0.0083,POINT(-0.0083 51.54603),United Kingdom,London,"Stratford International Station, Penny Brookes Street entrance",2012,https://farm9.staticflickr.com/8876/18507766396_0d65f10918_z.jpg,blue,"[""High Speed 1""]",English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
39694,openplaques:id=39694,Blitz brown plaque,Remembrance of the civilians and London Transport staff who were killed at this station during the Blitz on the night of 14 October 1940,51.44343,-0.15311,POINT(-0.15311 51.44343),United Kingdom,London,Balham High Road,"",https://farm1.staticflickr.com/552/18373653570_eab285a12c_z.jpg,brown,"[""Transport for London""]",English,"",,true,true,1,1,0,0,16417,openplaques:subject:id=16417,Blitz,Blitz,male,,,man,[],"",,,"","[""Blitz||man|""]"
397,openplaques:id=397,Cecil Sharp blue plaque,Cecil Sharp 1859-1924 collector of English folk songs and dances lived here,51.5472,-0.17768,POINT(-0.17768 51.5472),United Kingdom,London,"4 Maresfield Gardens, Camden, NW3",1985,https://commons.wikimedia.org/wiki/Special:FilePath/CECIL_SHARP_1859-1924_Collector_of_English_Folk_Songs_and_dances_lived_here.jpg?width=640,blue,"[""Greater London Council""]",English,"",,true,true,1,1,0,0,383,openplaques:subject:id=383,Cecil Sharp,Sharp,male,1859,1924,man,"[""collector of English folk songs and dances""]",collector of English folk songs and dances,https://en.wikipedia.org/wiki/Cecil_Sharp,http://dbpedia.org/resource/Cecil_Sharp,"","[""Cecil Sharp|(1859-1924)|man|collector of English folk songs and dances""]"
3970,openplaques:id=3970,"St. John Zachary, London blue plaque",Site of St. John Zachary  Destroyed in the Great Fire 1666,51.51605,-0.09569,POINT(-0.09569 51.51605),United Kingdom,London,Gresham Street,"",https://commons.wikimedia.org/wiki/Special:FilePath/Site_of_St._John_Zachary_Destroyed_in_the_Great_Fire_1666.jpg?width=640,blue,"[""Corporation of London""]",English,"",,true,true,1,1,0,1,5574,openplaques:subject:id=5574,"St. John Zachary, London","St. John Zachary, London",object,,1666,place,"[""church"", ""destroyed in The Great Fire of London""]","",,,"","[""St. John Zachary, London|(d.1666)|place|church and destroyed in The Great Fire of London""]"
3972,openplaques:id=3972,Moor Gate blue plaque,Site of Moor Gate.  Demolished  1761.,51.5173,-0.08858,POINT(-0.08858 51.5173),United Kingdom,London,"72 Moorgate, EC2","",https://farm66.staticflickr.com/65535/49634855453_e59e28c81c_z.jpg,blue,"[""Corporation of London""]",English,"",,true,true,1,1,0,1,5575,openplaques:subject:id=5575,Moor Gate,Moor Gate,object,,1761,place,"[""gate""]",gate,,,"","[""Moor Gate|(d.1761)|place|gate""]"
39741,openplaques:id=39741,"Black Lion, London, Thomas Millwood, and Francis-Smith black plaque","Formerly known as the Black Lyon, a public house has stood on this site for well over 200 years.  Originally a piggery it is reputed that the pig farmer started brewing beer for himself and his friends - this proved so popular that it overtook his agricultural interests as his main occupation.  The Hammersmith Ghost started haunting Black Lion Lane an (sic) St. Paul's churchyard in 1804.  One night an excise officer Francis-Smith filled his blunderbuss with shot, and himself with ale before killing an unfortunate white-clothed bricklayer, Thomas Millwood, whom he had mistaken for the ghost.  It was to the Black Lion that the body was taken and an inquest held later.",51.4902,-0.24189,POINT(-0.24189 51.4902),United Kingdom,London,2 South Black Lion Lane  W6 9TJ,"",https://farm1.staticflickr.com/298/18717081406_68095c2cd5_z.jpg,black,[],English,"",,true,true,3,3,0,1,16445,openplaques:subject:id=16445,"Black Lion, London","Black Lion, London",object,,,place,"[""public house""]",public house,,,"","[""Black Lion, London||place|public house"", ""Thomas Millwood|(d.1804)|man|bricklayer"", ""Francis-Smith||man|exciseman""]"
39744,openplaques:id=39744,Jerome K. Jerome blue plaque,Jerome K. Jerome  1859-1927  Author of 'Three Men in a Boat'  lived here 1884-1885,51.5254,-0.12605,POINT(-0.12605 51.5254),United Kingdom,London,32 Tavistock Place,2014,https://farm6.staticflickr.com/5708/20868139830_8978edd9bc_z.jpg,blue,"[""Marchmont Association""]",English,"",,true,true,1,1,0,0,2990,openplaques:subject:id=2990,Jerome K. Jerome,Jerome,male,1859,1927,man,"[""author""]",author,https://en.wikipedia.org/wiki/Jerome_K._Jerome,http://dbpedia.org/resource/Jerome_K._Jerome,https://commons.wikimedia.org/wiki/Special:FilePath/Jerome_K._Jerome.jpg?width=640,"[""Jerome K. Jerome|(1859-1927)|man|author""]"
39745,openplaques:id=39745,Mary Anne Clarke blue plaque,Mary Anne Clarke  1776-1852  Mistress of Prince Frederick Duke of York  lived in a house on this site 1803,51.52555,-0.1261,POINT(-0.1261 51.52555),United Kingdom,London,31 Tavistock Place,2015,https://farm6.staticflickr.com/5724/21063880701_b1a9857b16_z.jpg,blue,"[""London School of Hygiene & Tropical Medicine"", ""Marchmont Association""]",English,"",,true,true,1,0,1,0,2836,openplaques:subject:id=2836,Mary Anne Clarke,Clarke,female,1776,1852,woman,"[""notorious mistress of the Duke of York"", ""mistress of Frederick""]",notorious mistress of the Duke of York,https://en.wikipedia.org/wiki/Mary_Anne_Clarke,http://dbpedia.org/resource/Mary_Anne_Clarke,https://commons.wikimedia.org/wiki/Special:FilePath/Mary_Anne_Clarke_(n%C3%A9e_Thompson).jpg?width=640,"[""Mary Anne Clarke|(1776-1852)|woman|notorious mistress of the Duke of York and mistress of Frederick""]"
39756,openplaques:id=39756,Lupino Lane blue plaque,Lupino Lane (1892-1959) actor & comedian lived here,,,"",United Kingdom,London,32 Maida Vale,2014,"",blue,"[""Music Hall Guild of Great Britain and America""]",English,"",,false,false,1,1,0,0,16477,openplaques:subject:id=16477,Lupino Lane,Lane,male,1892,1959,man,"[""actor"", ""comedian""]","",https://en.wikipedia.org/wiki/Lupino_Lane,http://dbpedia.org/resource/Lupino_Lane,"","[""Lupino Lane|(1892-1959)|man|actor and comedian""]"
39757,openplaques:id=39757,Marie Lloyd blue plaque,Marie Lloyd (1870-1922) music hall artiste lived here,51.57233,-0.20011,POINT(-0.20011 51.57233),United Kingdom,London,"37 Woodstock Road, Golders Green",2013,https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Lloyd_(1870-1922)_music_hall_artiste_lived_here.jpg?width=640,blue,"[""Music Hall Guild of Great Britain and America""]",English,"",,true,true,1,0,1,0,661,openplaques:subject:id=661,Marie Lloyd,Lloyd,female,1870,1922,woman,"[""music hall artiste""]",music hall artiste,https://en.wikipedia.org/wiki/Marie_Lloyd,http://dbpedia.org/resource/Marie_Lloyd,https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Lloyd_by_Langfier_Ltd.jpg?width=640,"[""Marie Lloyd|(1870-1922)|woman|music hall artiste""]"
39777,openplaques:id=39777,Bronze plaque № 39777,The association of women pharmacists held its inaugural meeting here on 17 October 1905,51.51902,-0.12421,POINT(-0.12421 51.51902),United Kingdom,London,72/73 Great Russell Street,"",https://farm4.staticflickr.com/3914/19058664962_fff703dd50_z.jpg,bronze,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
398,openplaques:id=398,Edwin Chadwick blue plaque,Sir Edwin Chadwick 1801-1890 public health reformer lived here,51.4554,-0.29807,POINT(-0.29807 51.4554),United Kingdom,London,"5 Montague Road, Richmond Upon Thames",1992,https://commons.wikimedia.org/wiki/Special:FilePath/SIR_EDWIN_CHADWICK_1801-1890_Public_Health_Reformer_lived_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,384,openplaques:subject:id=384,Edwin Chadwick,Chadwick,male,1800,1890,man,"[""public health reformer"", ""Knight Commander of the Order of the Bath""]","",https://en.wikipedia.org/wiki/Edwin_Chadwick,http://dbpedia.org/resource/Edwin_Chadwick,https://commons.wikimedia.org/wiki/Special:FilePath/SirEdwinChadwick.jpg?width=640,"[""Edwin Chadwick|(1800-1890)|man|public health reformer and Knight Commander of the Order of the Bath""]"
39817,openplaques:id=39817,Victor Horsley blue plaque,Sir Victor Horsley 1857-1916 pioneer of neurosurgery and social reformer lived here  ,51.52369,-0.13395,POINT(-0.13395 51.52369),United Kingdom,London,"129 Gower Street, Fitzrovia",2015,https://commons.wikimedia.org/wiki/Special:FilePath/SIR_VICTOR_HORSLEY_1857-1916_Pioneer_of_Neurosurgery_and_Social_Reformer_lived_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,16523,openplaques:subject:id=16523,Victor Horsley,Horsley,male,1857,1916,man,"[""son of John Calcott Horsley"", ""Fellow of the Royal Society"", ""Knight Bachelor"", ""social reformer"", ""pioneer of neurosurgery""]","",https://en.wikipedia.org/wiki/Victor_Horsley,http://dbpedia.org/resource/Victor_Horsley,https://commons.wikimedia.org/wiki/Special:FilePath/Victor_Horsley3.jpg?width=640,"[""Victor Horsley|(1857-1916)|man|son of John Calcott Horsley, Fellow of the Royal Society, Knight Bachelor, social reformer, and pioneer of neurosurgery""]"
39818,openplaques:id=39818,Osbert Lancaster blue plaque,Sir Osbert Lancaster 1908-1986 cartoonist and writer was born here  ,51.51393,-0.20858,POINT(-0.20858 51.51393),United Kingdom,London,"79 Elgin Crescent, Notting Hill",2015,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_OSBERT_LANCASTER_1908-1986_Cartoonist_and_Writer_was_born_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,16521,openplaques:subject:id=16521,Osbert Lancaster,Lancaster,male,1908,1986,man,"[""cartoonist"", ""writer""]","",https://en.wikipedia.org/wiki/Osbert_Lancaster,http://dbpedia.org/resource/Osbert_Lancaster,"","[""Osbert Lancaster|(1908-1986)|man|cartoonist and writer""]"
39823,openplaques:id=39823,The Shed plaque,The Shed End. This is the original wall of 'The Shed' terrace,,,"",United Kingdom,London,Chelsea FC,"","","","[""Chelsea Football Club""]",English,"",,false,false,1,1,0,1,16518,openplaques:subject:id=16518,The Shed,Shed,object,,,place,"[""football terrace""]",football terrace,,,https://commons.wikimedia.org/wiki/Special:FilePath/Shed_end.jpg?width=640,"[""The Shed||place|football terrace""]"
39829,openplaques:id=39829,Paul McCartney blue plaque,"Sir Paul McCartney, MBE musician & songwriter used the interiors and exteriors of this public house as locations in his film ""Give My Returns to Broad Street"" and for the music video to his hit single ""No More Lonely Nights"".",51.50031,-0.0642,POINT(-0.0642 51.50031),United Kingdom,London,"The Old Justice, Bermonsey Wall East","","",blue,[],English,"",,true,false,1,1,0,0,7193,openplaques:subject:id=7193,Paul McCartney,McCartney,male,1942,,man,"[""band member of The Beatles"", ""husband of Linda McCartney"", ""band member of The Nerk Twins"", ""Companion of Honour"", ""composer"", ""musician"", ""Knight Bachelor"", ""Member of the Most Excellent Order of the British Empire"", ""singer-songwriter"", ""Grammy Award recipient"", ""son of Jim McCartney"", ""son of Mary McCartney""]","",https://en.wikipedia.org/wiki/Paul_McCartney,http://dbpedia.org/resource/Paul_McCartney,https://commons.wikimedia.org/wiki/Special:FilePath/Paul_McCartney_black_and_white_2010.jpg?width=640,"[""Paul McCartney|(1942-present)|man|band member of The Beatles, husband of Linda McCartney, band member of The Nerk Twins, Companion of Honour, composer, musician, Knight Bachelor, Member of the Most Excellent Order of the British Empire, singer-songwriter, Grammy Award recipient, son of Jim McCartney, and son of Mary McCartney""]"
39857,openplaques:id=39857,Frank Bates blue plaque,Frank Bates 1889-1921 Vocalist and lead singer with pioneering jazz ensemble The Southern Syncopated Orchestra resided here 1918-1919,51.45761,-0.05066,POINT(-0.05066 51.45761),United Kingdom,London,19 Hichisson Road,2013,https://commons.wikimedia.org/wiki/Special:FilePath/Frank_Bates_plaque.JPG?width=640,blue,"[""Southwark council "", ""Nubian Jak Community Trust""]",English,"","",true,true,1,1,0,0,16686,openplaques:subject:id=16686,Frank Bates,Bates,male,1889,1921,man,"[""lead singer of The Southern Syncopated Orchestra"", ""vocalist""]",vocalist,https://en.wikipedia.org/wiki/Frank_Bates,http://dbpedia.org/resource/Frank_Bates,"","[""Frank Bates|(1889-1921)|man|lead singer of The Southern Syncopated Orchestra and vocalist""]"
39859,openplaques:id=39859,Pete Robinson blue plaque,Pete Robinson 1888-1921 drummer and band leader with The SSO lived here 1915-1917,51.4788,-0.11259,POINT(-0.11259 51.4788),United Kingdom,London,"8 Crewdson Road, the Oval",2013,"",blue,"[""Nubian Jak Community Trust"", ""Heritage Lottery Fund""]",English,"","",true,false,1,1,0,0,16687,openplaques:subject:id=16687,Pete Robinson,Robinson,male,1888,1921,man,"[""drummer of The Southern Syncopated Orchestra"", ""bandleader of The Southern Syncopated Orchestra""]","",,,"","[""Pete Robinson|(1888-1921)|man|drummer of The Southern Syncopated Orchestra and bandleader of The Southern Syncopated Orchestra""]"
39865,openplaques:id=39865,Peter Medawar blue plaque,Sir Peter Medawar 1915-1987 pioneer of transplantation immunology lived here,51.55635,-0.1694,POINT(-0.1694 51.55635),United Kingdom,London,"25 Downshire Hill, Hampstead",2014,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_PETER_MEDAWAR_1915_-_1987_Pioneer_of_Transplantation_Immunology_lived_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,4714,openplaques:subject:id=4714,Peter Medawar,Medawar,male,1915,1987,man,"[""Knight Bachelor"", ""Companion of Honour"", ""Order of Merit recipient"", ""Fellow of the Royal Society"", ""Nobel Physiology or Medicine Laureate"", ""Commander of the Most Excellent Order of the British Empire"", ""biologist""]","",https://en.wikipedia.org/wiki/Peter_Medawar,http://dbpedia.org/resource/Peter_Medawar,https://commons.wikimedia.org/wiki/Special:FilePath/Peter_Brian_Medawar.jpg?width=640,"[""Peter Medawar|(1915-1987)|man|Knight Bachelor, Companion of Honour, Order of Merit recipient, Fellow of the Royal Society, Nobel Physiology or Medicine Laureate, Commander of the Most Excellent Order of the British Empire, and biologist""]"
39866,openplaques:id=39866,Wells Coates blue plaque,Wells Coates 1895-1958 architect and designer lived here 1936-1956,51.4969,-0.16627,POINT(-0.16627 51.4969),United Kingdom,London,"18 Yeoman’s Row, Knightsbridge",2014,https://commons.wikimedia.org/wiki/Special:FilePath/WELLS_COATES_1895-1958_Architect_and_Designer_lived_here_1936-1956.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,9938,openplaques:subject:id=9938,Wells Coates,Coates,male,1895,1958,man,"[""architect"", ""designer""]","",https://en.wikipedia.org/wiki/Wells_Coates,http://dbpedia.org/resource/Wells_Coates,"","[""Wells Coates|(1895-1958)|man|architect and designer""]"
399,openplaques:id=399,William Butterfield blue plaque,William Butterfield 1814-1900 architect lived here,51.51833,-0.13005,POINT(-0.13005 51.51833),United Kingdom,London,42 Bedford Square,1978,https://farm9.staticflickr.com/8640/16430608127_ee2d621905_z.jpg,blue,"[""Greater London Council""]",English,"",,true,true,1,1,0,0,385,openplaques:subject:id=385,William Butterfield,Butterfield,male,1814,1900,man,"[""architect""]",architect,https://en.wikipedia.org/wiki/William_Butterfield,http://dbpedia.org/resource/William_Butterfield,https://commons.wikimedia.org/wiki/Special:FilePath/William_Butterfield.jpg?width=640,"[""William Butterfield|(1814-1900)|man|architect""]"
4,openplaques:id=4,Charles James Freake blue plaque,Sir Charles James Freake 1814-1884 builder and patron of the arts lived here,51.4954,-0.17517,POINT(-0.17517 51.4954),United Kingdom,London,"21 Cromwell Road, Kensington and Chelsea, SW7",1981,https://farm4.staticflickr.com/3525/3876725685_6ee1a36796_z.jpg,blue,"[""Greater London Council""]",English,"",,true,true,1,1,0,0,4,openplaques:subject:id=4,Charles James Freake,Freake,male,1814,1884,man,"[""builder"", ""patron of the arts"", ""Baronet Freake of Cromwell House""]","",https://en.wikipedia.org/wiki/Charles_James_Freake,http://dbpedia.org/resource/Charles_James_Freake,https://commons.wikimedia.org/wiki/Special:FilePath/Charles_James_Freake_Vanity_Fair_31_March_1883.jpg?width=640,"[""Charles James Freake|(1814-1884)|man|builder, patron of the arts, and Baronet Freake of Cromwell House""]"
40,openplaques:id=40,Stanley Baldwin blue plaque,Stanley Baldwin Earl Baldwin of Bewdley 1867-1947 Prime Minister lived here,51.4951,-0.1555,POINT(-0.1555 51.4951),United Kingdom,London,93 Eaton Square,1969,https://commons.wikimedia.org/wiki/Special:FilePath/STANLEY_BALDWIN_Earl_Baldwin_of_Bewdley_1867-1947_PRIME_MINISTER_lived_here.JPG?width=640,blue,"[""Greater London Council""]",English,"",,true,true,1,1,0,0,40,openplaques:subject:id=40,Stanley Baldwin,Baldwin,male,1867,1947,man,"[""son of Louisa Macdonald"", ""Prime Minister of the United Kingdom"", ""Prime Minister of the United Kingdom"", ""Earl Baldwin of Bewdley"", ""Prime Minister of the United Kingdom"", ""Member of Parliament"", ""Privy Counsellor"", ""Chancellor of the Exchequer"", ""leader of the Conservative party"", ""Viscount Corvedale"", ""Knight of the Order of the Garter""]","",https://en.wikipedia.org/wiki/Stanley_Baldwin,http://dbpedia.org/resource/Stanley_Baldwin,https://commons.wikimedia.org/wiki/Special:FilePath/Stanley_Baldwin_ggbain.35233.jpg?width=640,"[""Stanley Baldwin|(1867-1947)|man|son of Louisa Macdonald, Prime Minister of the United Kingdom, Prime Minister of the United Kingdom, Earl Baldwin of Bewdley, Prime Minister of the United Kingdom, Member of Parliament, Privy Counsellor, Chancellor of the Exchequer, leader of the Conservative party, Viscount Corvedale, and Knight of the Order of the Garter""]"
400,openplaques:id=400,Robert Willan blue plaque,"Dr Robert Willan (1757-1812), Dermatologist, lived here.",51.5187,-0.12322,POINT(-0.12322 51.5187),United Kingdom,London,"10 Bloomsbury Square, Camden, WC1",1949,https://s0.geograph.org.uk/geophotos/01/30/46/1304653_fcad4437.jpg,blue,"[""London County Council""]",English,"",,true,true,1,1,0,0,386,openplaques:subject:id=386,Robert Willan,Willan,male,1757,1812,man,"[""dermatologist"", ""Doctor - Bachelor of Medicine MBBS""]","",https://en.wikipedia.org/wiki/Robert_Willan,http://dbpedia.org/resource/Robert_Willan,https://commons.wikimedia.org/wiki/Special:FilePath/Robert_willan.jpg?width=640,"[""Robert Willan|(1757-1812)|man|dermatologist and Doctor - Bachelor of Medicine MBBS""]"
40008,openplaques:id=40008,Richard Church blue plaque,Richard Church 1893-1972 writer and poet lived here 1905-1912,51.45335,-0.09582,POINT(-0.09582 51.45335),United Kingdom,London,2 Warmington Road,"",https://commons.wikimedia.org/wiki/Special:FilePath/Richard_Church_plaque.jpg?width=640,blue,"[""London Borough of Southwark""]",English,"",,true,true,1,1,0,0,16777,openplaques:subject:id=16777,Richard Church,Church,male,1893,1972,man,"[""poet"", ""writer""]","",https://en.wikipedia.org/wiki/Richard_Church_(poet),http://dbpedia.org/resource/Richard_Church_(poet),"https://commons.wikimedia.org/wiki/Special:FilePath/Richard_Church,_by_William_Shackleton.jpg?width=640","[""Richard Church|(1893-1972)|man|poet and writer""]"
40009,openplaques:id=40009,plaque № 40009,freemasons,,,"",United Kingdom,London,"","","","",[],English,"",,false,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
40022,openplaques:id=40022,Siege of Sidney Street and Peter Piaktow plaque,"Painter House. This block was built in 2006 by Tower Hamlets Community Housing and named after Peter Piaktow, who was know as Peter the Painter, anti-hero of the nearby Sidney Street Siege in 1911",51.51455,-0.05574,POINT(-0.05574 51.51455),United Kingdom,London,Sidney Street,"","","","[""London Borough of Tower Hamlets""]",English,"",,true,false,2,2,0,1,16822,openplaques:subject:id=16822,Siege of Sidney Street,Street,object,1911,1911,thing,"[""gunfight""]",gunfight,https://en.wikipedia.org/wiki/Siege_of_Sidney_Street,http://dbpedia.org/resource/Siege_of_Sidney_Street,https://commons.wikimedia.org/wiki/Special:FilePath/Siege_of_Sidney_Street_–_Churchill.jpg?width=640,"[""Siege of Sidney Street|(1911)|thing|gunfight"", ""Peter Piaktow||man|criminal""]"
40089,openplaques:id=40089,Meredith White Townsend green plaque,Meredith White Townsend 1831-1911 Editor of The Friend of India and the Calcutta Times Owner editor of The Spectator Lived Here c1871-1891,51.52082,-0.14781,POINT(-0.14781 51.52082),United Kingdom,London,94 Harley Street,"",https://commons.wikimedia.org/wiki/Special:FilePath/Meredith_White_Townsend_1831-1911_Editor_of_The_Friend_of_India_and_the_Calcutta_Times_Owner_editor_of_The_Spectator_Lived_Here_c1871-1891.jpg?width=640,green,"[""City of Westminster""]",English,"",,true,true,1,1,0,0,17032,openplaques:subject:id=17032,Meredith White Townsend,Townsend,male,1831,1911,man,"[""journalist"", ""editor of the Calcutta Times"", ""editor of The Friend of India"", ""owner editor of The Spectator""]","",https://en.wikipedia.org/wiki/Meredith_Townsend,http://dbpedia.org/resource/Meredith_Townsend,"","[""Meredith White Townsend|(1831-1911)|man|journalist, editor of the Calcutta Times, editor of The Friend of India, and owner editor of The Spectator""]"
40090,openplaques:id=40090,Karl Ghattas blue plaque,"Karl Ghattas 1958-2007 Philosopher, Surgeon, Painter & Poet lived here  THE ARTIST IS DEAD LONG LIVE THE POET",51.51895,-0.14697,POINT(-0.14697 51.51895),United Kingdom,London,"57 Harley Street, Marylebone","",https://commons.wikimedia.org/wiki/Special:FilePath/Karl_Ghattas_-_1958-2007_Philosopher_Surgeon_Painter_&_Poet_lived_here_-_THE_ARTIST_IS_DEAD_LONG_LIVE_THE_POET.jpg?width=640,blue,[],English,"",,true,true,1,1,0,0,17031,openplaques:subject:id=17031,Karl Ghattas,Ghattas,male,1958,2007,man,"[""philosopher"", ""surgeon"", ""painter"", ""poet""]","",,,"","[""Karl Ghattas|(1958-2007)|man|philosopher, surgeon, painter, and poet""]"
